Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Ant's Corner],Price [Ant's Corner],In stock [Ant's Corner],Low stock [Ant's Corner]
ufc-hapi-fiesta-vegetable-oil-1l,10436,UFC HAPI FIESTA VEGETABLE OIL 1L,Baking Supplies,,N,,,,,,,125.44,4801668604878,,,Y,Y,140,2,1
unicorn-rainbow--cake-topper,10636,UNICORN RAINBOW- CAKE TOPPER,Cake Accessories,,N,,,,,,,2.71,137341681094,,,Y,Y,15,1,3
vinyl-gloves-black--large-10's,10506,VINYL GLOVES BLACK- LARGE 10's,Packaging & Containers,,N,,,,,,,13,137341681095,,,Y,Y,45,13,3
vinyl-gloves-black--medium-10's,10505,VINYL GLOVES BLACK- MEDIUM 10's,Packaging & Containers,,N,,,,,,,10.2,137341681096,,,Y,Y,45,4,3
walnuts-80g-1,10893,WALNUTS 80G,Baking Supplies,,N,,,,,,,49.85,137341681097,,,Y,Y,95,5,5
WRLW312,1116,WHITE ROSE LIHIA WATER 350ML,Baking Supplies,,N,,,,,,,53.35,4809010125521,,,Y,Y,68,0,1
white-sugar-1kg,10031,WHITE SUGAR 1KG,Baking Supplies,,N,,,,,,,68,527341680609,,,Y,Y,86,15,10
white-sugar-sachet-100's,10443,WHITE SUGAR SACHET 100'S,Drink Ingredients,,N,,,,,,,109,137341681098,,,Y,Y,125,0,1
windmill-candy,10747,WINDMILL CANDY,Candies & Sweets,,N,,,,,,,3.83,137341681099,,,Y,Y,10,0,10
windmill-candy-30's,10818,WINDMILL CANDY 30'S,Candies & Sweets,,N,,,,,,,115,137341681100,,,Y,Y,150,0,3
WSM5030,1321,WINDMILL SKIMMED MILK 500G,Baking Supplies,,N,,,,,,,95,527341680610,,,Y,Y,110,1,2
wine-bag-metallic,10105,WINE BAG METALLIC,Packaging & Containers,,N,,,,,,,28,527341680611,,,Y,Y,37,13,1
wolfblass-shiraz-750ml,9015,WOLFBLASS SHIRAZ 750ML,Liquors & Spirits,,N,,,,,,,250,527341680612,,,Y,Y,461,1,1
wood-fork-25s,10244,WOOD FORK 25s,Packaging & Containers,,N,,,,,,,20,527341680613,,,Y,Y,31,3,3
wood-spoon-25s,10243,WOOD SPOON 25s,Packaging & Containers,,N,,,,,,,23,527341680614,,,Y,Y,33,2,3
xl-sando-bag-(calypso--blue),10759,XL SANDO BAG (CALYPSO -BLUE),Plastics,,N,,,,,,,90,137341681101,,,Y,Y,120,0,
xtreme-sour,10760,XTREME SOUR,Candies & Sweets,,N,,,,,,,4.6,6989691069210,,,Y,Y,10,5,
yak-asim,10548,YAK ASIM,Candies & Sweets,,N,,,,,,,3.83,4806050125528,,,Y,Y,10,2,5
yakinori-seaweed-sheets-10's,10770,YAKINORI SEAWEED SHEETS 10'S,Korean,,N,,,,,,,85,137341681102,,,Y,Y,125,2,10
ycup-12oz-100s-(ycup360cc),10064,YCUP 12OZ 100s (360cc),Packaging & Containers,,N,,,,,,,58.5,527341680620,,,Y,Y,104,121,40
ycup-12oz-20x100s-(320cc),10266,YCUP 12OZ 20x100s BOX,Packaging & Containers,,N,,,,,,,1170,527341680621,,,Y,Y,2050,0,1
ycup-16oz-20x100s-(500cc),10211,YCUP 16OZ (CASE) 20x100s,Packaging & Containers,,N,,,,,,,1570,527341680623,,,Y,Y,2650,0,2
ycup-16oz-100s,10122,YCUP 16OZ 100s (500cc),Packaging & Containers,,N,,,,,,,78.75,517341680590,,,Y,Y,135,199,40
ycup-22oz-20x50s-(box),10267,YCUP 22OZ 20x50s- BOX,Packaging & Containers,,N,,,,,,,1100,527341680625,,,Y,Y,1910,1,1
ycup-22oz-50s-(ycup700cc),10065,YCUP 22OZ 50s (700cc),Packaging & Containers,,N,,,,,,,55,527341680626,,,Y,Y,98,133,20
y8oz-pp-cups-50's-2,1607,YCUP 8oz 100s (200cc),Packaging & Containers,,N,,,,,,,67,527341680619,,,Y,Y,130,12,20
ycup-8oz-50s-(200cc),10866,YCUP 8oz 50s (200cc),Packaging & Containers,,N,,,,,,,33.5,137341681103,,,Y,Y,65,0,0
yellow-plastic-cup-1.5oz,10416,YELLOW PLASTIC CUP 1.5OZ,Packaging & Containers,,N,,,,,,,15,137341681104,,,Y,Y,22,7,3
YPM003,2502,YELLOWTAIL PINK MOSCATO 750ML,Liquors & Spirits,<p>750 ML</p>,N,,,,,,,405,527341680628,,,Y,Y,569,3,1
zestar-rolled-gum,10778,ZESTAR ROLLED GUM,Candies & Sweets,,N,,,,,,,4,137341681105,,,Y,Y,10,37,10
zestar-rolled-gum-box,10804,ZESTAR ROLLED GUM BOX,Candies & Sweets,,N,,,,,,,120,137341681106,,,Y,Y,145,0,
zip-bag-#0-10's,10741,ZIP BAG #0 10's,Plastics,,N,,,,,,,1.3,137341681107,,,Y,Y,10,9,5
zip-bag-#1-10's,10740,ZIP BAG #1 10's,Plastics,,N,,,,,,,1.7,137341681108,,,Y,Y,12,10,5
zip-bag-#2-10's,10739,ZIP BAG #2 10's,Plastics,,N,,,,,,,2.5,137341681109,,,Y,Y,14,7,5
zip-bag-#3-10's,10738,ZIP BAG #3 10's,Plastics,,N,,,,,,,3.1,137341681110,,,Y,Y,16,8,5
zipper-bag-#4,10390,ZIP BAG #4 10's,Plastics,,N,,,,,,,3.8,137341681111,,,Y,Y,30,8,5
zip-it-#5,10504,ZIP BAG #5 10's,Plastics,,N,,,,,,,5.5,137341681112,,,Y,Y,20,8,5
zip-bag-#6-10's,10737,ZIP BAG #6 10's,Plastics,,N,,,,,,,6.7,137341681113,,,Y,Y,24,0,5
clear-zip-pouch-100g,10295,ZIP POUCH (CLEAR)100G,Plastics,,N,,,,,,,1.3,137341681114,,,Y,Y,4,46,10
cpack-transparent-standup-zip-pouch-130g,10523,ZIP POUCH (CLEAR)130G,Plastics,,N,,,,,,,2.2,137341681115,,,Y,Y,6,123,10
earth-pack-standup-pouch-14x20cm,10710,ZIP POUCH (EARTH PACK) 14X20CM,Plastics,,N,,,,,,,2.2,137341681116,,,Y,Y,8,23,10
zip-pouch-(silver)100g,10865,ZIP POUCH (SILVER)100G,Plastics,,N,,,,,,,1.3,137341681117,,,Y,Y,4,100,10
zip-pouch-(silver)130g,10512,ZIP POUCH (SILVER)130G,Packaging & Containers,,N,,,,,,,4.65,137341681118,,,Y,Y,8,90,20
zizi-bubble-gum-candy,10587,ZIZI BUBBLE GUM CANDY,Candies & Sweets,,N,,,,,,,3.75,6921248702201,,,Y,Y,10,54,5
